Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
5.821203852,2.31,35778.45867,1001876.606
8.214978295,6.26,42643.14291,1500821.469
5.942341759,2.15,34010.04983,1273988.483
6.892072493,2.09,48896.82012,1031046.365
7.510371291,6.45,36128.9901,1508198.672
6.88409687,4,30395.77604,773996.4762
7.628022299,6.08,38072.39536,1723706.759
8.037072086,3.02,34411.86808,1260826.638
6.570481347,4.41,30770.84682,1367142.717
7.414641935,5.49,29248.28287,1303091.91
6.373991613,4.04,32732.16105,1341870.354
7.775335702,4.01,24559.01379,1188416.806
7.835780186,6.24,24283.86989,1155077.131
6.945083997,4.23,35478.58299,1048969.493
6.715110725,2.05,25837.86448,1319478.287
6.364756684,4.44,40695.79786,1022408.901
6.871980381,4.24,48115.42078,1394970.599
7.594158658,4.17,36474.988,1183343.566
6.556620309,4.41,42154.3566,1259919.983
6.973151031,2.01,12950.56691,579585.698
7.450340624,4.29,45688.1025,1591188.348
7.510832973,6.05,31536.84908,1437153.959
6.797159355,3.43,31247.58047,851018.9558
6.289812908,2.25,34141.69988,1321037.414
6.040314057,3.21,29425.4062,1112286.046
7.691026671,3.23,47757.31798,1509968.985
7.172952852,5.45,27835.53654,959625.5302
7.060692324,5.5,38737.28386,1032180.378
6.915672322,3.02,21387.62999,1232014.527
6.499033463,4.38,49505.7837,1575100.913
7.187602266,4.23,31182.38802,1257433.086
7.59827623,5.49,39900.44995,2173808.628
7.094981816,5.28,34863.85935,1115549.268
5.169303401,3.32,44503.91741,1397956.196
8.060010956,4.14,28299.46331,1003905.06
6.296933085,4.27,57841.21935,1614373.964
6.728787101,2.11,30518.81801,1463367.821
8.178143473,3.35,32580.53936,966620.5141
7.875224036,3.09,43031.5617,1453663.252
7.635630305,5.22,32436.28634,1321388.619
7.171853554,6.16,41919.9011,910512.6354
7.504901929,5.03,28439.35889,1029354.495
7.114411314,5.06,49311.75778,1608889.263
7.328435046,4.24,25975.50583,1458009.211
6.193617968,3.19,55471.78338,2198564.573
6.119938321,4.02,47734.40706,1281777.581
7.065881856,3.22,25424.03483,1196643.385
8.006449128,3,36626.70399,1578493.708
6.74487309,2.4,34472.30374,430088.2507
7.217068019,5.11,30773.25899,677988.2555
8.228464157,5.04,29802.46229,1085534.179
7.241035565,4.21,35183.72026,1634781.274
7.894150415,3.2,40493.06398,1167449.99
6.412440489,4.07,34460.00827,1067727.095
6.102667947,4.16,23264.37052,887739.4321
7.346264663,6.37,40177.87672,842924.5538
6.1197813,4.07,33970.36011,864067.0615
6.365536271,2.4,23763.19723,508951.5669
4.708243289,3.13,46877.14557,1223777.498
8.020450047,5.02,44521.76285,1029037.429
7.02405797,6.11,20846.53982,1487997.879
8.877867826,6.13,38827.40581,1836419.641
7.876116096,3.5,37355.86464,1148066.813
5.703481955,4.06,37816.79808,1318681.04
5.873194053,4.04,40712.39777,1174481.066
7.985199783,3.15,41297.07496,1522954.939
8.553343472,3.4,19991.6334,1132146.32
6.293756864,3.38,33285.95091,1212461.526
7.925986271,5.13,28182.0961,864132.0331
7.305647049,3.22,35476.1688,1336377.825
6.357873553,4.5,67353.9652,1747244.863
7.212451501,4.17,47871.97184,1398353.591
7.658264876,4.17,42100.83412,2020158.363
4.630230328,3.04,31326.33864,877779.3441
8.680403583,3.01,43604.79288,1255202.11
6.308777182,2.1,37597.86841,1173413.55
8.289254005,5.34,34303.41035,1326680.244
7.215354749,6.19,51937.43709,1585521.989
6.481651399,3.05,34652.25789,1106336.838
7.85138367,6.27,29141.73978,962501.9015
7.683749076,5.22,51237.3884,1408074.53
6.406117577,2.3,41930.37501,1266209.753
7.684911701,6.05,54050.64469,1741052.96
5.664879908,3.06,44486.38307,1636559.241
7.162372646,5.41,46314.69005,2318285.703
8.5050868,5.5,47118.42063,1409892.09
5.725930316,3.36,13889.07602,1166198.116
5.845243834,2.05,41569.39645,1393995.962
8.318443079,5.22,41448.75225,1462608.696
7.666779637,6.1,51629.31874,1922281.305
6.915264205,2.14,43964.65845,1587406.303
7.586942826,3.29,39909.1753,967868.5146
7.508754673,4.23,49688.03647,1426545.967
8.606953993,3.06,33125.49643,1725429.749
8.465664367,6.29,46270.33064,1753820.622
6.063933311,2.2,15444.48261,321058.9607
7.784817971,3.32,28945.546,1089601.882
5.736896365,3.3,48051.64765,1137523.111
8.509336774,4.35,37905.98378,1371670.389
5.655271415,2.12,47450.66815,1595620.557
7.827748483,6.31,37480.70005,1899948.059
5.580975022,3.37,41715.54558,674657.9107
7.803351176,6.18,23052.84681,1555490.621
6.653459081,3.16,45188.13964,1194191.879
7.981941647,4.48,38221.13575,1482107.37
7.432141763,4.01,11072.49853,1154917.394
6.295968675,3,37743.40275,1050838.704
5.807509527,3.24,33267.76773,31140.51762
8.698234807,3.15,25175.43125,1748864.715
6.059717136,3.42,30736.52839,1287030.932
7.494758368,6.08,38529.64117,1237246.145
8.513970633,3.44,22524.57848,1259733.644
8.027166288,5.28,43526.16153,1028914.315
6.809012996,3.33,39446.31306,1388218.529
6.231330171,4.26,36837.81793,637189.9594
7.003715445,3.35,47836.24614,1717570.53
7.350130839,4.09,26065.69266,729688.5926
5.889038038,3.39,41012.62101,2049146.63
6.835480534,3.47,37515.539,1340705.119
4.620870486,2.43,40337.23425,980983.211
6.728670338,2.37,45935.96164,1518169.444
7.487300003,3.3,40951.2393,1002840.229
7.647145425,3.31,27771.54451,1499920.594
7.165037719,5.39,36035.5419,1496577.459
7.065709574,6.49,37217.64338,1526915.349
8.958300172,4.02,14522.65907,917610.8884
6.776983485,2.49,32859.51765,1572990.374
7.102109113,3.06,42877.51749,959416.4367
6.876883493,2.15,23632.23041,960083.9969
7.993383501,3.41,40426.5267,1526025.659
7.046225211,3.17,23252.90621,1006885.844
5.564071863,3.27,50996.64476,1105105.053
5.560293965,2.41,27677.88278,625880.7321
8.177380329,4.12,27117.79843,1799827.22
5.96631833,4.14,38340.7314,1152798.579
6.007036494,4.16,47989.68021,846095.9673
7.333742044,3.43,19502.02714,1387864.89
8.861871792,4.34,47734.10221,1414286.722
4.956271805,2.41,36743.26834,1273308.71
7.502955795,3.1,44557.37966,1489648.018
6.674060503,3.46,55932.22273,1765988.264
6.473828032,2.19,27117.8921,934111.6355
8.11018676,5.37,30812.59819,1095879.443
9.067212171,6.48,15612.67721,876348.8176
6.428539208,3.41,40739.87735,854945.5067
6.876552908,2.21,28392.29036,1349743.146
7.306146377,3.18,39735.70449,970825.5964
6.580437421,3.28,46091.78913,1796009.504
6.408996608,4.25,41982.90667,934492.3424
7.768933628,3.4,28171.98501,584061.2474
7.424003894,5.41,27804.83013,895845.5655
6.606602317,4.46,17467.94423,696040.1299
6.649610243,2.48,40979.53039,1204137.323
6.380818199,4.4,47175.78766,1413729.757
6.457118896,3.2,28593.00921,607873.7728
6.501809752,2.47,36241.30099,971099.4754
5.136280126,2.29,49411.88783,1714055.837
7.969953133,3.02,46500.05743,1956438.651
8.928096102,3.43,50350.27065,2013015.746
7.034765988,5.3,26263.05496,1390497.566
7.001099727,4.42,31608.06227,1529452.062
5.931333447,3.5,42857.37096,1143215.029
7.253842719,6.45,42808.64778,1949577.954
5.959743409,4.32,37358.20127,1057799.242
6.747627878,2.07,25593.11792,1585873.833
7.399011014,4.08,37824.71167,1168993.759
5.873084078,4.01,35107.13908,1431915.977
7.513012843,6.43,43987.87713,1409439.076
7.877242793,3.29,51218.99899,1496724.381
7.303732185,4.31,50891.20239,1566567.883
7.545438447,4.31,31200.96783,986113.2395
6.619484577,4.47,33238.33274,885611.5783
6.634890167,3.24,32075.26752,1102259.539
6.963875476,2.36,38272.92156,1268125.838
6.439048721,4.34,34514.15856,1580691.617
7.089930194,4.23,36337.02712,1128644.462
8.629541561,4.19,58051.03905,1524689.063
8.553895393,5.3,36804.94867,1176420.559
7.584188396,5.41,34639.41154,1456273.724
7.598933045,4.45,31105.11339,1777516.449
6.477494893,3.17,23592.15759,1237902.82
6.486461751,4.33,49697.93279,1385783.517
8.252002288,4.19,49354.12973,1035125.857
5.57541385,4.2,30053.43719,1358899.686
8.197046931,6.11,48109.1123,1311145.968
7.841066299,5.2,42177.96629,919926.9985
5.632025807,4.09,40277.39454,985866.0316
6.32000113,3.39,30985.33652,1196204.886
7.212339702,5.05,30611.54333,1435981.22
7.974419343,3.28,24726.10474,752800.1475
7.327671148,4.41,25139.44994,324981.993
7.54168795,3.46,22904.14664,1127637.557
5.336778219,3.31,25801.96593,239319.9342
5.753579051,4.01,37766.66757,529282.0844
8.006614296,4.21,20096.29142,1455691.797
7.162284528,4.38,39288.46015,1371527.327
7.792875895,6.46,43474.77738,1231452.189
6.868290757,2.3,63184.61315,1102641.114
5.52758659,2.47,29293.61895,758262.6121
5.457060935,2.27,27812.68591,476971.4559
6.907296632,4.49,44852.0925,1706689.94
5.790228359,2.46,30482.56459,1079745.119
6.811614747,4.28,24405.28272,766594.3397
5.411953103,3.46,38099.86749,905045.2177
7.147346333,4.3,34878.59725,1425114.718
7.104610565,5.32,51509.59929,1512542.441
6.72443917,3.15,46674.36501,1650342.131
8.416866964,3.23,16351.20287,1112548.479
6.753219361,3.47,18539.1007,942508.9622
7.721937078,4.43,38550.70736,1642844.649
7.090924494,4.45,34944.98176,1078713.227
7.036667012,6.01,27528.74642,1333865.438
7.281183442,3.36,24387.6079,684049.9193
8.02778505,6.24,46608.22612,1311067.446
7.798048421,5.4,53100.99891,1172133.487
7.559136434,5.17,42905.09538,1419536.259
6.962139586,4.39,34374.5912,1288426.694
7.496476798,6.34,30070.72806,1500939.827
8.058236768,4.18,42191.77602,1000087.121
9.32133413,3.32,31584.37937,1457767.533
7.405887952,5.08,42250.79603,747933.4869
7.33696283,3.32,25273.20785,1024738.285
8.005913674,3.09,39055.11426,1517666.855
6.169512175,2.33,25064.26712,953840.6976
7.401814643,4.09,46955.01013,1375497.973
8.854531011,4.15,37811.20888,1645530.056
8.204047154,3.42,35014.84821,1727006.951
8.156580335,5,40512.89327,1597330.411
6.702655681,4.11,49054.8713,1688279.308
7.295573322,4.3,37815.49404,1398310.2
5.108517592,3.08,40788.10928,1100093.909
7.690169183,5.15,36463.03327,1505560.54
5.672823579,2.16,27143.01692,1105990.694
7.882091495,5.12,23503.16064,789043.8512
5.43258873,2.26,45111.81139,756319.734
8.213717355,5.37,36954.33556,1856782.783
6.611314226,3.22,41264.90672,1222020.821
7.207150836,3.36,41553.83956,1043968.399
7.343435592,5.44,48481.66451,1673294.246
6.004365015,2.06,40496.06977,1325860.533
7.640040242,5.41,33141.30823,1236044.316
6.463455068,2.13,37973.36334,1030759.7
6.509836777,2.21,37067.68246,1609581.804
6.211583196,3.39,29758.99972,1292287.095
7.617082958,5.25,28943.15764,1057697.703
4.406835938,2.45,32730.92971,768152.791
6.69972914,4.36,31327.51888,1513427.551
6.93275635,4.36,28053.0164,1429497.617
7.842278374,3.01,39917.87889,1376969.929
5.709652814,2.43,37836.51782,614700.7371
7.053248076,5.39,19750.68908,780608.9935
6.727120954,4.37,25002.19225,856548.9441
6.600855739,2.23,47125.53294,1656080.089
6.728642775,4.27,33186.70176,1249914.079
6.236005985,2.13,28364.28666,817460.4216
5.982669477,4.38,33581.82371,990893.1601
8.084123474,4.1,27244.43911,972079.5876
8.133307932,4.29,24407.24318,1349989.647
7.167066817,3.48,38399.83571,1303542.283
4.129733361,3.4,41330.60856,593766.1848
7.573134684,4.1,49237.40432,1243918.811
6.491297609,2.32,24624.6478,1395855.656
7.098708924,3.44,37791.01751,1112314.303
5.943765122,2.34,14906.24662,850010.1816
7.559578681,5.13,30200.10651,931787.6179
6.061395449,4.45,34944.0686,1011140.799
4.69394693,3.42,50997.64971,1190442.123
5.571042791,2.23,45592.38758,916140.2212
7.610386208,6.5,39353.68393,1222045.091
6.771951062,2.34,22121.54729,1232156.012
6.885661622,2.14,37388.8526,652752.9727
7.533218756,5.15,32306.66852,1219846.919
8.258065887,5.06,40078.54357,2050988.497
7.582601532,3.35,29887.45168,1359052.846
8.000120823,6.22,31190.6707,1308773.078
7.511383044,4.14,39587.95296,1573998.902
7.565060629,6.36,40897.02521,1182980.604
6.490281845,2.07,48253.27664,1029861.623
6.713334011,4.32,33543.04806,1085943.076
7.802437608,4.27,40328.23344,1713351.394
6.909676901,2.2,42115.14602,1297619.348
6.801278162,3.36,23162.54734,1096052.868
8.452274921,4.03,44869.50695,1920527.53
6.176659565,2.34,29304.17222,1035171.06
7.044911118,6.28,32705.94933,1218011.061
6.449420818,3.42,43299.01077,1106705.011
5.709671826,3.14,33656.23096,664978.8738
7.194271726,4.03,30464.04404,1316129.309
6.599789184,4.37,33434.11259,1398760.047
6.088335078,4.17,14486.82595,759799.8758
6.658310366,2.47,13977.62978,776906.3269
7.869698636,4.42,29408.94639,971928.9869
6.711383337,3.45,29829.0628,1180091.498
6.572367699,2.24,30037.99135,1201785.667
7.385555041,5.34,50003.08659,1591234.773
8.264121726,3.28,24435.7773,143027.3645
5.729563124,3.45,36778.29264,1091143.399
7.010051889,3.29,47783.30489,1249173.691
8.038649955,3.29,45581.92161,2002028.632
6.606743697,4.3,20600.511,824540.8964
6.376060218,3.05,35048.26334,1511526.921
8.195579098,6.31,25053.9749,994257.5352
5.728417583,2.03,53539.19695,1345296.554
8.328555995,6.02,29401.14446,1166399.672
6.806536055,4.39,39779.64723,1820981.219
6.115470081,4.16,25327.6867,1023965.403
5.563805068,2.22,34641.56508,889385.9016
7.035223614,4.06,29114.28814,616738.2083
7.343427611,6.19,49015.28465,1784260.849
7.080153739,5.38,51528.83585,1050541.314
6.808714574,2.11,37894.64968,1389223.607
7.912674755,5.17,29197.3365,1423908.258
8.298090336,3.05,46303.3646,1069238.5
7.99448863,3.21,45563.71701,1007856.266
6.561204277,3,48220.31523,924346.1648
7.665643101,3.35,27855.39454,1453312.468
5.218507156,4.27,21371.92379,782656.0804
7.701407169,3.22,25377.13674,803689.1519
7.739400146,4.26,23976.71385,1439875.64
7.801897069,6.11,26921.60365,1270869.783
7.481930316,5.47,53490.13478,1347279.207
8.340524425,4.41,39522.90957,2186194.793
6.604115958,2.13,41554.0704,1082486.679
9.404851241,3.32,26319.72001,1700109.608
6.614439024,3.36,37863.58218,1623100.84
5.786855348,3.22,39187.76583,943309.4486
6.514700261,2.17,46136.0299,1409684.485
6.289606881,3.06,37965.37421,1326481.675
6.977103332,3.07,17403.09075,404643.6022
6.373969072,4.36,47966.91683,1176655.085
6.988817742,2.33,43867.84454,633875.9302
7.881143832,6,29282.57381,1390251.42
5.34005839,3.06,41998.56888,861138.1836
6.734748724,3.41,47452.38543,1151233.095
6.976381319,2.39,25753.28312,686644.6104
7.427873073,6.36,33036.19962,1261681.961
7.40003792,6.21,40814.92851,1327811.343
6.440255755,3.25,43828.94721,1339096.077
7.100443568,6.1,30874.69886,987355.9609
8.589659889,5.1,36185.05006,1384478.305
5.116256419,3.23,40444.19117,1168919.401
5.899690352,4.22,51497.66578,1522099.831
5.364679403,3.32,31568.89569,1260374.966
4.747499792,3.12,28122.23338,857762.317
6.859309643,2.2,29892.06843,1126450.426
6.813649608,2.33,48616.26463,1574084.927
6.274272191,2.5,39760.2064,469262.8156
6.849294596,4.18,28173.39447,1114169.037
7.121999355,5.5,60658.29587,1792368.627
8.051738727,3.49,45319.99304,1383842.185
7.824070198,5.38,37934.96743,691318.2401
9.141241979,5.3,30113.83269,1245070.338
6.993422378,3.43,47128.88099,2220799.069
6.80310024,2.3,31010.22142,854815.1175
9.428035064,3.17,46361.69458,2092348.377
7.650712389,3.04,30795.10799,781213.0669
5.64764585,4.35,19544.75196,726883.8689
6.400685049,3.18,44581.74758,1640990.378
7.753988755,5.28,40562.18895,1535781.96
7.462821323,4.18,57644.20907,1737759.05
8.33451397,4.2,36414.72945,1550702.478
9.502520111,5.05,29888.76471,1348873.427
7.060947189,3.22,34182.49617,955445.8537
8.282587474,6.13,38501.9551,1467910.569
7.845971202,5.09,36544.31859,1742938.776
7.072024549,6.02,38203.17353,1795630.913
7.271163222,3.11,3285.450538,1305972.22
9.794898314,6.19,31391.26847,1433542.021
5.40860478,3.49,37540.31003,921396.9753
7.536187342,4.15,47332.13862,1405399.855
8.043199844,6.49,30210.76466,1088548.827
8.852673819,5.09,27701.02065,738030.6499
10.75958834,5.14,48112.20017,2235294.718
6.210030142,3.27,52831.15311,1564252.526
7.419542404,4.26,24134.414,1309937.399
7.613237025,5.26,23752.36101,1660770.002
8.47338077,5.12,31142.84203,1485418.102
5.962612283,4.39,25861.92823,886124.7256
6.288751536,4.47,35521.04918,1411024.044
7.347941423,3.16,31185.88333,671343.9418
6.220692269,2,41492.18017,992585.3823
7.253737124,6.01,27768.58455,944590.1588
7.267847632,4.35,40523.2893,1399909.049
5.913453615,4.1,32725.27954,865099.5234
6.682487909,4.38,43971.51414,1394423.556
6.194068363,3.35,40891.61563,813807.6997
5.300989403,2.06,55849.94806,1316180.494
6.999579342,3.09,31125.55873,1212205.341
8.75087217,5.07,57970.24279,1769484.893
7.088619391,4.43,31335.59502,541953.9057
7.397590147,4.27,37869.93681,1494101.445
5.495635406,3.24,37642.02655,856022.8625
7.282537332,6.2,38111.35302,1427842.506
7.854884014,5.03,27616.09545,1228138.129
6.931703177,2,34440.64065,1168627.651
5.178628479,2.28,52079.18818,1389287.474
5.715441059,2.36,51096.88855,1243981.946
8.608456811,4.4,52733.98798,1584439.713
7.551058857,4.05,52945.84342,1622837.353
8.274193678,4.06,24965.90216,1031146.755
5.908601199,4.42,31189.36407,1098518.134
7.665601844,3.26,34538.75492,909781.4668
5.667117321,4.07,47992.34474,1431517.439
6.80690822,2.15,31135.51349,1636996.074
6.989189234,4.1,61126.73207,1658974.567
8.351675153,5.19,35276.65257,1168887.459
7.734862028,3.38,43570.94202,1720258.777
5.865544034,2.09,43301.32596,1129408.87
6.031560914,2.35,27725.85566,778836.9229
6.465128863,4.41,32865.02798,1276471.581
7.132170434,5.3,26414.74742,839426.1222
6.84053592,3.46,42889.6661,794075.8615
7.09020352,6.33,29548.18989,1372549.782
5.986455183,2.19,32255.9083,1084539.387
6.154788048,4.01,33663.66924,211017.9705
7.836759091,3.02,33454.08428,1186372.179
8.382275147,6.45,16288.31457,1140918.805
8.391225256,5.12,49890.50828,1471828.129
6.134831392,3.39,38263.48423,803259.6126
6.572988175,4.33,34818.71842,1124719.49
6.257289049,2.13,25962.77118,1396401.022
8.040754516,3.39,30730.40151,802274.1289
6.774004675,4,35106.54614,1646662.911
6.571655417,4.26,38368.28028,1202621.178
7.773969252,5.1,46060.36993,1066768
6.952699366,3.46,40549.35681,1153135.22
7.984941298,4.03,44920.24555,1706110.86
6.986339202,2.1,40282.03664,1543913.433
5.617544353,2.08,33836.92806,302307.4011
7.614547384,6.17,26341.09557,1134055.403
6.610356603,4.29,38950.15522,1352756.753
7.128709606,3.03,69592.04024,1772390.553
7.427780103,3.4,39586.38351,1014450.654
5.960675668,4.36,43183.5161,781137.4618
5.921795631,4.1,34655.93991,921238.3583
6.548997789,4.36,40092.5162,790555.5204
6.784153511,3.44,38313.82892,1420648.281
6.767379403,4.1,23925.62147,377618.9699
6.404475409,4.16,44305.72216,945079.5323
7.129217811,4.05,37647.66604,1630952.884
8.062651631,3.23,19103.12711,1009972.083
7.025588107,6.21,35376.99073,1372806.616
6.503331288,4.12,41565.02608,560598.5384
8.084430401,5.4,37562.54806,1484653.884
7.346448516,4.38,32764.43591,940138.9614
6.754620969,2.42,37339.5559,1354077.498
9.359022454,5.44,43122.57418,1400961.279
5.832411835,2.28,36215.15942,1426832.049
6.164151449,4.32,27089.04917,1031737.385
7.775049238,6.36,30249.03042,1244248.525
5.139219089,2.07,31925.67536,1070868.067
6.756554547,4.42,25545.92394,493350.0312
7.770046179,3.24,23530.90631,1228323.225
7.962687651,3.35,46459.251,1427026.945
7.798975121,6.06,40620.663,1504664.281
5.539636424,4.09,49512.90932,689155.5684
7.896371961,5.26,42582.93467,1481171.234
8.06369476,5.36,35879.91367,1092649.709
7.483381611,6.15,36380.57033,962581.6883
7.175401501,3.28,24553.45987,688479.2926
5.987958372,4.01,38773.02082,1363106.125
6.239560863,2.36,25009.06052,826328.1084
7.521358532,4.14,36533.83778,1434575.11
6.83423618,3.44,39816.74911,1509422.58
7.583527004,6.26,10704.82191,395440.2022
7.953781094,6.49,46298.31611,1765809.432
6.561958811,2.33,38555.06758,1135676.183
7.629224694,3.03,19560.21349,1006227.535
6.263176695,3.15,29519.88477,576387.1752
8.337627487,3.09,39200.86657,1044615.522
6.97573331,4.02,49140.66901,1765352.366
6.287213171,3.31,28737.11076,1049632.181
7.266297176,4.35,35193.91648,1456969.577
8.335418626,4.45,33498.93176,1331374.948
8.050035966,5.26,37271.15603,1779874.754
7.127673979,6.13,46302.40159,1601152.932
7.360455285,5.19,32621.10485,1702528.794
6.451146228,4.36,36679.18743,1123765.346
8.763599419,3.49,18163.77362,1042144.231
7.670800219,4.3,34043.22655,869026.582
7.399877695,6.08,32639.63803,1352993.625
5.614572016,3.44,28995.09305,945931.1936
7.282240151,5.26,37565.54052,1653381.313
5.596366581,2.26,28319.63343,1258957.62
5.875689352,4.1,32940.79478,724121.6734
8.636107723,5.17,34981.394,1067871.687
6.173060324,3.29,36651.51947,842235.8034
7.723659864,6.2,38397.56695,954154.2069
6.245523075,2.04,46239.17013,1356691.387
7.374606574,4.18,30022.53717,1202992.884
7.907488631,6,53185.20035,1502447.917
7.083621576,4.14,53000.76809,1947338.44
7.00318762,5.48,33828.45488,1153516.919
4.729553626,3.22,31451.09301,414165.2204
5.014301356,4.18,26627.38647,723089.9525
7.87230271,5.41,40063.4211,1193482.503
4.794561406,3.19,38191.03227,1380602.556
6.091906,2.43,19682.34729,151527.0826
6.845532332,2.2,36841.17614,1114729.725
8.077577938,3.01,13981.43549,984421.2253
5.660253117,2.44,49457.17937,875904.5286
6.750871993,4.31,28995.96414,788427.8399
6.881398143,4.4,44561.33359,1444701.328
8.205294206,4.03,41199.25223,1450393.53
6.394093592,3.43,19908.13074,921321.015
8.983474499,6.28,20547.61864,1160146.171
8.246621014,6.34,24944.34177,1222689.523
5.734998914,3.2,59974.62659,2004396.372
6.178535053,2.24,23557.36165,454055.6559
6.541375695,2.31,45801.43319,1698198.751
5.911953083,4.05,34828.42852,1193106.94
4.43037246,4.42,38784.85686,1275403.464
6.637068549,2.37,42772.16329,810751.725
7.238912329,3.5,25201.55049,642862.7138
6.600037145,4.13,41441.75254,1086825.754
6.194545542,3.42,24985.978,773360.698
7.059952049,5.36,21331.98252,1500962.615
5.424239418,4.35,23767.85633,768301.802
8.408981112,4.39,49537.34531,1781211.414
9.053748361,5.02,27494.29641,1420469.727
7.205994888,3.25,37573.57542,1380215.515
6.46801691,4.05,37028.69622,1090805.374
7.601621871,3.39,31818.93257,886815.9436
6.0318426,3.34,54738.62969,1007224.929
5.914977244,3.44,22875.69334,1077754.226
7.230652645,6.09,35143.20338,1253648.324
5.982743948,3.46,51554.76141,1102943.351
5.854419882,2.16,28264.0066,744132.7042
8.023025989,6.18,53832.14155,1845630.071
5.54403175,3.13,37017.09635,873588.1297
6.543412681,3.15,29083.72171,755678.3301
4.970758233,2.38,29508.49053,1101826.315
7.82640273,4.03,41166.86031,1618994.276
6.255855255,3.18,36892.6233,1127873.577
7.424296722,6.38,28939.03884,749847.1904
6.711162807,3.4,27321.03293,984672.2998
5.300798456,2.26,22803.09971,534077.4555
7.534536505,5.06,36145.20983,1242114.101
6.969909983,3.39,37587.94431,1273631.267
7.105546436,6.45,30609.65271,1095597.944
7.648963666,6.35,30888.80272,1364738.296
6.449329987,3.2,32580.78018,1037147.467
7.721848678,4.17,22602.13357,1228517.207
6.806409387,2.15,18281.73777,759360.6548
6.162871422,3.24,38322.09803,1140579.618
6.087284207,3.39,26673.88189,810741.5185
6.377634867,3.21,31320.91642,642855.1696
6.806975701,4.17,23360.9483,1562950.322
6.720339894,3.3,43754.45294,1599851.895
6.748590368,2.05,39591.2565,1332669.235
7.570722638,5.01,26452.36789,665160.0759
6.832860157,3.38,32190.41772,1591383.735
8.663669121,4.12,36564.73349,1144507.423
7.68513739,5.38,23023.04505,1619721.716
7.795214821,4.32,36788.98033,1251688.616
8.191410351,6.24,53542.85751,1882806.934
7.453195862,6.41,26925.95481,1016163.177
8.664643191,4.26,45746.93321,1721005.42
8.156727195,5.08,30678.37073,890138.2114
5.600872972,3.29,40128.8535,1272719.632
6.973586841,4.15,45024.29718,1582605.535
6.063146041,3.2,48767.40104,1170204.339
6.222769257,3.21,50999.85133,1166750.313
5.211695627,4.15,40888.07856,319495.6676
4.635161108,3.3,38066.1613,704698.3621
6.879953963,2,43600.36093,945614.5659
9.0381508,4.12,40268.51842,2054897.009
9.114772966,6.02,42582.62587,1280230.625
5.659969092,4.42,36228.83614,850114.5963
6.246758845,3.5,46478.52161,1637649.905
6.932106078,3.22,22560.52713,1742431.663
6.968282497,3.02,50145.43371,942093.9245
6.908681661,3.4,45103.57164,1388782.887
5.660723946,3.02,27159.33879,996506.0709
6.950730815,4.27,44877.56511,790802.801
6.743361593,2.11,35726.60563,718650.6438
7.191444354,6.46,44452.64411,1517141.623
6.807077577,3.15,28270.43444,496359.9708
6.836747645,3.02,26517.30768,820611.4709
6.57406578,4.41,17386.47595,1122320.933
6.672672496,2.02,32880.78811,846939.4288
8.437665652,5.16,35130.38128,1540762.269
7.283060937,4,38499.37693,963531.9152
6.765189075,2.36,52832.00406,1590804.044
6.256624835,2.28,30165.92264,1283415.266
6.394185043,3.34,37203.71544,1447920.68
8.104529732,5.35,11037.38768,742858.6356
5.955943931,4.36,39724.18881,1400609.034
5.829703684,3.04,47637.51525,1638577.417
8.545832091,5.46,35341.06782,1235475.55
7.915264179,4.07,22169.81837,1249417.897
6.911302586,2.35,35783.75473,1499356.12
5.956463605,4.04,31677.32836,1005843.917
3.969631652,4.38,41849.05508,623721.613
5.758866925,4.3,45172.75709,922514.088
6.613059311,4.27,32938.14935,1638606.834
7.204937602,5.02,39882.81773,1249223.831
7.545662803,5.35,47343.37139,1928301.782
5.884169743,4.38,34317.61799,1487729.592
8.588217916,3.17,30299.2827,896303.7992
8.110670736,3.39,48266.21717,1903813.793
6.630831721,4.02,40740.78015,1069851.162
6.344943636,3.01,28750.64146,829868.2304
7.805452718,4.47,29287.49814,1181338.161
6.972863895,2.12,42578.42763,1401767.904
5.958260743,3.13,25974.45323,1235501.486
6.030097992,4.13,52881.06048,1522083.944
6.641016366,4.17,24804.65731,656971.5307
8.087219331,4.4,39138.87628,1660678.035
6.394383439,4.45,25653.68792,606191.8669
7.875734866,4.04,31034.82616,1011331.164
7.744187006,6.29,27622.34129,1529830.368
6.602617895,4.23,44125.54078,1489520.019
7.905595187,6.3,34730.7668,1468267.23
6.328047603,3.15,26703.71868,978312.7484
6.124800989,2.29,37592.84506,1181637.949
7.250184907,3.09,45555.33649,1015233.032
7.409634026,3.24,36099.24291,1139615.72
7.19729308,6.11,24962.10002,984349.6142
7.506590888,5.11,34733.08699,1765281.093
6.384181936,2.42,31172.88017,1327975.249
6.249293574,4.22,29506.48735,804170.2016
8.27693333,6.26,41186.57451,1467271.556
7.899477079,4.25,43795.62543,1478823.647
7.370410989,4.06,40691.23866,1367312.132
6.452741614,4.19,40588.41954,1162469.887
6.247076987,3.49,57097.67332,1473278.441
8.158035375,4.19,16737.55224,897479.9502
6.335377325,2.13,32635.75655,1568578.512
7.869893327,4,31796.75881,1421518.602
6.478152193,2.44,27456.64493,1199144.788
6.478789638,4.34,37521.81322,1596180.568
6.177536468,4.08,31111.62291,1264972.442
7.182291988,6,59129.49783,1135465.473
5.719328415,3.19,43752.88954,1359838.999
3.950972653,4.06,16811.30329,88591.77016
8.21719757,5.17,37838.66199,1822448.617
